"Employment income statistics by major field of study (detailed, 4-digit) and highest level of education: Canada, provinces and territories",,,,,,,
14.08 Civil engineering,"110,500","88,635","61,600","73,200","82,070","65,500","77,100"
14.09 Computer engineering,"70,175","61,835","77,000","87,900","59,165","79,000","90,000"
"14.10 Electrical, electronics and communications engineering","156,370","126,430","69,500","80,600","118,320","74,000","84,300"
14.11 Engineering mechanics,485,345,"54,800","70,800",315,"67,000","76,500"
14.12 Engineering physics/applied physics,"5,475","4,435","76,000","85,400","4,210","79,000","88,100"
14.13 Engineering science,"1,805","1,490","89,000","111,400","1,440","92,000","113,700"
14.14 Environmental/environmental health engineering,"7,955","6,860","61,600","69,900","6,460","65,000","72,600"
14.18 Materials engineering,"5,560","4,635","63,600","75,200","4,430","65,000","77,000"
14.19 Mechanical engineering,"140,890","116,710","62,800","74,700","109,670","66,000","77,800"
14.20 Metallurgical engineering,"2,945","2,085","58,400","87,800","1,880","64,500","93,500"
14.21 Mining and mineral engineering,"6,160","4,985","84,000","130,800","4,660","88,000","136,000"
14.22 Naval architecture and marine engineering,"4,740","3,855","56,000","72,200","3,615","58,800","74,400"
14.23 Nuclear engineering,"1,455","1,270","90,000","91,200","1,195","91,000","94,600"
14.24 Ocean engineering,95,70,"80,000","74,000",55,"108,000","84,000"
14.25 Petroleum engineering,"5,955","4,770","50,800","84,000","4,435","55,600","88,400"
14.27 Systems engineering,"3,550","2,995","78,000","87,900","2,830","80,000","90,200"
14.28 Textile sciences and engineering,"1,375",940,"33,600","40,500",775,"38,800","43,600"
14.32 Polymer/plastics engineering,540,380,"46,000","48,000",350,"47,600","50,000"
14.33 Construction engineering,"12,465","9,980","53,200","61,150","9,070","58,400","65,000"
14.34 Forest engineering,"2,545","1,955","60,800","67,300","1,795","65,500","72,700"
14.35 Industrial engineering,"23,010","19,490","58,000","71,500","18,355","60,400","73,700"
14.36 Manufacturing engineering,"3,890","3,390","68,000","71,300","3,230","69,500","74,300"
14.37 Operations research,"1,385","1,020","72,000","81,400",935,"82,000","86,000"
14.38 Surveying engineering,"4,750","3,560","66,500","72,500","3,280","71,500","76,600"
14.39 Geological/geophysical engineering,"3,780","2,970","72,000","87,900","2,745","76,000","92,300"
14.40 Paper science and engineering,150,110,"105,000","110,000",100,"113,000","116,000"
14.41 Electromechanical engineering,"2,495","1,955","54,400","62,750","1,810","56,000","65,800"
"14.42 Mechatronics, robotics, and automation engineering","6,770","5,835","65,000","70,400","5,530","67,000","72,800"
14.43 Biochemical engineering,830,695,"70,000","81,600",670,"71,500","84,200"
14.44 Engineering chemistry,"1,415","1,100","47,600","59,400",980,"51,200","65,200"
14.45 Biological/biosystems engineering,"1,315","1,090","54,000","84,000","1,040","55,600","86,600"
14.47 Electrical and computer engineering,"8,150","7,340","78,500","99,200","7,070","81,000","101,500"
14.48 Energy systems engineering,"6,005","4,895","59,600","71,100","4,565","64,500","74,600"
"14.99 Engineering, other","20,770","16,650","47,600","58,700","15,460","50,400","61,350"
15. Engineering/engineering-related technologies/technicians,"726,155","573,045","58,400","66,500","539,440","61,200","69,100"
15.00 General engineering technologies/technicians,"44,215","31,655","55,600","68,400","29,210","60,000","72,000"
15.01 Architectural engineering technology/technician,"1,805","1,535","62,400","70,700","1,465","65,000","72,700"
15.02 Civil engineering technology/technician,"52,930","42,585","61,200","68,100","40,265","63,600","70,500"
15.03 Electrical/electronic engineering technologies/technicians,"190,295","145,910","57,200","62,700","136,220","60,400","65,600"
15.04 Electromechanical technologies/technicians,"52,380","44,545","64,000","72,100","42,725","66,500","74,300"
15.05 Environmental control technologies/technicians,"22,475","19,090","56,000","58,500","18,030","58,400","60,550"
15.06 Industrial production technologies/technicians,"27,680","22,705","58,800","68,200","21,575","60,800","70,200"
15.07 Quality control and safety technologies/technicians,"28,935","23,980","60,800","66,800","22,965","62,400","68,500"
15.08 Mechanical engineering related technologies/technicians,"72,375","57,535","59,600","65,000","54,155","61,600","67,200"
15.09 Mining and petroleum technologies/technicians,"34,895","28,300","59,200","71,500","26,435","62,800","74,900"
15.10 Construction engineering technology/technician,"7,620","6,570","62,000","71,100","6,175","65,500","73,700"
15.11 Engineering-related technologies/technicians,"12,915","9,105","52,000","58,600","8,450","55,600","61,600"
15.12 Computer engineering technologies/technicians,"59,330","49,535","54,800","61,650","46,915","56,800","63,400"
15.13 Drafting/design engineering technologies/technicians,"44,500","32,175","44,400","50,440","29,710","46,800","52,600"
15.14 Nuclear engineering technology/technician,35,35,x,"44,000",35,x,"40,000"
15.15 Engineering-related fields,"5,600","4,590","73,500","83,400","4,275","77,000","86,600"
15.16 Nanotechnology,"1,010",810,"50,400","59,200",790,"50,800","59,700"
15.17 Energy systems technologies/technicians,"56,280","43,525","75,000","88,200","41,785","77,500","91,100"
"15.99 Engineering/engineering-related technologies/technicians, other","10,870","8,855","60,400","66,900","8,275","64,000","70,500"
30.12 Historic preservation and conservation,575,485,"40,000","44,200",445,"42,400","47,400"
46. Construction trades,"703,905","552,580","50,800","56,500","510,045","53,600","58,850"
"46.00 Construction trades, general","45,970","36,660","44,400","50,400","33,340","46,800","52,700"
46.01 Masonry/mason,"22,700","16,285","42,400","46,120","14,805","44,000","47,960"
46.02 Carpentry/carpenter,"164,220","127,505","46,000","50,520","113,990","48,800","53,050"
46.03 Electrical and power transmission installers,"233,835","185,665","58,000","63,050","175,115","60,800","65,200"
"46.04 Building/construction finishing, management and inspection","97,735","75,915","45,600","49,480","69,045","47,600","51,400"
46.05 Plumbing and related water supply services,"133,090","105,435","55,600","59,300","98,845","58,000","61,500"
"46.99 Construction trades, other","6,350","5,120","94,000","90,400","4,900","98,000","93,400"
47. Mechanic and repair technologies/technicians,"659,485","512,700","54,000","58,650","476,545","56,400","61,250"
"47.00 Mechanics and repairers, general","99,485","74,740","48,400","52,950","68,000","51,600","56,000"
47.01 Electrical/electronics maintenance and repair technologies/technicians,"46,010","34,025","49,200","52,250","31,275","52,400","54,700"
"47.02 Heating, air conditioning, ventilation and refrigeration maintenance technology/technician","49,815","41,165","55,200","59,750","38,385","58,000","61,950"
47.03 Heavy/industrial equipment maintenance technologies/technicians,"139,110","110,290","71,000","74,400","105,125","73,500","76,900"
47.04 Precision systems maintenance and repair technologies/technicians,"18,225","13,705","52,400","57,700","12,690","55,200","60,750"
47.06 Vehicle maintenance and repair technologies/technicians,"304,700","237,155","50,400","53,950","219,595","52,800","56,300"
47.07 Energy systems maintenance and repair technologies/technicians,"1,365","1,105","38,800","52,400","1,020","44,000","54,800"
"47.99 Mechanic and repair technologies/technicians, other",780,510,"27,800","38,200",450,"36,000","41,800"
48. Precision production,"380,505","284,675","48,400","53,050","266,255","50,800","55,200"
"48.00 Precision production trades, general",570,500,"44,800","46,200",500,"44,800","46,200"
48.03 Leatherworking and upholstery,"3,405","1,860","25,000","30,880","1,495","31,200","34,920"
48.05 Precision metal working,"315,475","237,475","50,400","54,550","223,690","52,400","56,550"
48.07 Woodworking,"47,535","34,910","39,600","43,240","31,240","42,000","45,560"
48.08 Boilermaking/boilermaker,"8,035","5,845","54,000","62,450","5,610","56,000","64,100"
"48.99 Precision production, other","5,490","4,090","42,800","48,600","3,725","45,200","51,400"
"Agriculture, natural resources and conservation","407,545","333,330","42,400","51,600","297,035","46,000","54,650"
01. Agricultural and veterinary sciences/services/operations and related fields 14,"262,580","210,975","38,400","47,280","182,360","42,000","50,720"
"01.00 Agriculture, general","65,590","51,105","36,000","46,480","40,570","42,800","52,550"
01.01 Agricultural business and management,"14,025","11,680","42,800","55,000","10,055","47,600","59,800"
01.02 Agricultural mechanization,"6,710","5,770","51,200","55,600","4,745","57,600","61,050"
01.03 Agricultural production operations,"17,070","14,100","33,600","39,600","11,875","38,000","43,520"
01.04 Agricultural and food products processing,"2,575","2,070","33,200","35,680","1,910","35,200","37,240"
01.05 Agricultural and domestic animal services,"11,640","9,175","19,800","26,520","7,065","24,200","29,920"
01.06 Applied horticulture/horticultural business services,"49,340","37,690","36,800","43,880","33,265","39,600","46,200"
01.07 International agriculture,50,50,"37,600","44,000",45,"39,600","48,000"
01.08 Agricultural public services,250,190,"52,000","53,600",180,"45,600","55,200"
01.09 Animal sciences,"12,130","10,155","39,200","46,600","9,230","42,400","49,720"
01.10 Food science and technology,"19,930","15,835","46,400","53,200","14,890","49,200","55,400"
01.11 Plant sciences,"13,225","10,770","49,200","55,350","9,650","52,000","58,400"
01.12 Soil sciences,"2,515","1,890","54,800","65,000","1,655","63,200","71,300"
01.13 Agriculture/veterinary preparatory programs,95,85,"10,500","22,400",70,"11,300","25,000"
01.80 Veterinary medicine (DVM),"16,355","13,340","68,000","73,500","11,635","70,500","74,800"
"01.81 Veterinary biomedical and clinical sciences (Cert., MS, MSc, PhD)","2,820","2,255","69,500","84,900","2,075","74,000","88,400"
01.82 Veterinary administrative services,"1,535","1,255","28,600","29,900","1,210","28,800","30,550"
01.83 Veterinary/animal health technologies/technicians,"26,105","23,105","33,200","35,520","21,815","34,400","36,520"
"01.99 Agricultural and veterinary sciences/services/operations and related fields, other",625,460,"44,800","48,600",425,"50,800","53,600"
03. Natural resources and conservation,"144,960","122,360","52,000","59,050","114,675","54,400","60,900"
03.01 Natural resources conservation and research,"57,620","50,980","53,600","61,200","48,195","56,000","62,700"
03.02 Environmental/natural resources management and policy,"23,000","19,885","51,200","58,800","18,650","53,200","60,250"
03.03 Fishing and fisheries sciences and management,"1,800","1,430","45,200","53,350","1,290","46,000","53,800"
03.05 Forestry,"55,750","44,320","52,000","58,200","41,195","54,800","60,800"
03.06 Wildlife and wildlands science and management,"6,255","5,280","41,600","47,520","4,925","43,600","49,520"
"03.99 Natural resources and conservation, other",535,470,"51,600","55,400",420,"52,400","55,000"
Health and related fields,"2,444,500","1,854,055","46,000","56,000","1,709,325","47,200","55,250"
30.37 Design for human health,40,30,x,"56,000",25,x,"64,000"
"31. Parks, recreation, leisure, fitness, and kinesiology","180,785","151,055","40,000","49,760","138,125","42,800","51,550"
"31.01 Parks, recreation, and leisure studies","30,110","24,915","42,800","48,320","23,380","44,800","50,320"
"31.03 Parks, recreation, and leisure facilities management","4,035","3,525","55,200","59,150","3,335","56,000","60,450"
"31.05 Sports, kinesiology, and physical education/physical fitness","142,570","119,110","38,400","49,880","108,085","41,600","51,650"
31.06 Outdoor education,"3,565","3,200","38,400","49,160","3,045","38,000","49,240"
"31.99 Parks, recreation, leisure, fitness, and kinesiology, other",500,305,"14,700","24,000",280,"15,300","26,000"
51. Health professions and related programs 14,"2,194,395","1,650,235","45,600","54,000","1,528,960","46,800","53,850"
51.00 General health services/allied health/health sciences,"91,720","73,230","36,000","44,360","69,160","37,600","45,000"
51.01 Chiropractic (DC),"9,835","7,965","45,600","57,100","4,130","40,000","54,150"
51.02 Communication disorders sciences and services,"18,590","15,760","64,500","61,200","14,280","66,000","62,450"
"51.04 Dentistry (DDS, DMD)","38,240","27,015","51,600","71,600","20,205","44,400","65,600"
"51.05 Advanced/graduate dentistry and oral sciences (Cert., MS, MSc, PhD)","5,570","4,040","54,000","87,000","3,275","48,400","80,600"
51.06 Dental support services and allied professions,"115,095","93,590","35,200","38,200","87,845","36,000","38,680"
51.07 Health and medical administrative services,"132,140","101,880","37,200","40,440","97,225","38,400","41,280"
51.08 Allied health and medical assisting services,"65,575","53,705","38,000","39,640","51,155","39,200","40,640"
"51.09 Allied health diagnostic, intervention and treatment professions","96,860","79,410","65,500","64,700","76,890","66,500","65,900"
51.10 Clinical/medical laboratory science/research and allied professions,"59,030","40,495","49,200","50,360","38,725","50,800","51,950"
51.11 Health/medical preparatory programs,"17,640","12,855","18,400","31,240","11,135","18,600","31,520"
51.12 Medicine,"85,465","63,195","72,000","105,200","51,310","66,000","89,400"
51.14 Medical clinical sciences/graduate medical studies,"26,980","20,665","73,000","110,800","16,715","70,000","97,200"
51.15 Mental and social health services and allied professions,"35,215","26,945","38,400","41,520","24,270","39,600","42,200"
51.17 Optometry (OD),"8,080","6,515","71,500","79,400","3,455","51,200","63,350"
51.18 Ophthalmic and optometric support services and allied professions,"13,685","11,015","41,600","44,800","10,315","42,800","45,160"
"51.20 Pharmacy, pharmaceutical sciences and administration","72,375","58,060","74,000","77,300","55,130","75,500","77,200"
51.22 Public health,"30,995","25,480","61,600","71,700","24,080","61,200","68,800"
51.23 Rehabilitation and therapeutic professions,"91,610","76,710","52,000","53,200","68,270","52,800","53,700"
51.26 Health aides/attendants/orderlies,"271,690","208,160","34,800","35,000","200,480","35,600","35,600"
51.27 Medical illustration and informatics,"1,710","1,505","70,500","77,200","1,395","72,500","79,500"
51.31 Dietetics and clinical nutrition services,"19,425","14,445","38,800","42,400","13,415","40,400","43,480"
"51.32 Health professions education, ethics, and humanities","3,875","2,570","78,000","91,900","2,395","75,000","81,900"
51.33 Alternative and complementary medicine and medical systems,"11,465","8,600","19,800","30,000","5,260","22,000","33,280"
51.34 Alternative and complementary medical support services,"10,170","8,135","36,000","42,600","7,055","35,600","39,720"
51.35 Somatic bodywork and related therapeutic services,"46,780","39,790","21,600","27,720","23,215","20,600","28,800"
51.36 Movement and mind-body therapies,"2,405","1,795","12,500","24,300","1,290","18,800","29,840"
51.37 Energy-based and biologically-based therapies,"1,415",975,"15,900","24,920",720,"17,800","27,900"
"51.38 Registered nursing, nursing administration, nursing research and clinical nursing","655,735","465,995","62,800","62,300","450,525","64,500","63,650"
"51.39 Practical nursing, vocational nursing and nursing assistants","154,065","98,930","43,200","42,640","94,870","44,400","43,640"
"51.99 Health professions and related programs, other",955,805,"39,600","44,000",765,"39,600","41,600"
60. Health professions residency/fellowship programs,"5,255","4,470","100,000","95,100","4,170","99,000","94,100"
60.01 Dental residency/fellowship programs,"1,230",860,"62,400","106,000",680,"54,000","105,800"
60.03 Veterinary residency/fellowship programs,705,575,"86,000","87,200",505,"89,000","89,200"
60.07 Nurse practitioner residency/fellowship programs,"3,270","2,985","103,000","93,400","2,930","102,000","92,100"
60.08 Pharmacy residency/fellowship programs,50,50,"111,000","96,000",50,"111,000","96,000"
60.09 Physician assistant residency/fellowship programs,0,0,...,...,0,...,...
"60.99 Health professions residency/fellowship programs, other",0,0,...,...,0,...,...
61. Medical residency/fellowship programs,"64,030","48,265","108,000","140,400","38,055","88,000","120,700"
61.01 Combined medical residency/fellowship programs,930,770,"126,000","147,600",615,"120,000","129,500"
61.02 Multiple-pathway medical fellowship programs,750,560,"115,000","147,000",490,"86,000","120,800"
61.03 Allergy and immunology residency/fellowship programs,190,145,"90,000","132,000",100,"75,500","86,000"
61.04 Anesthesiology residency/fellowship programs,"3,430","2,470","125,000","155,800","2,095","110,000","138,200"
61.05 Dermatology residency/fellowship programs,785,565,"90,000","144,500",485,"78,500","119,600"
61.06 Emergency medicine residency/fellowship programs,"2,055","1,665","148,000","160,800","1,360","113,000","127,600"
61.07 Family medicine residency/fellowship programs,"18,835","15,100","115,000","127,000","11,020","85,000","102,800"
61.08 Internal medicine residency/fellowship programs,"7,905","6,060","112,000","150,000","5,085","89,000","126,900"
61.09 Medical genetics and genomics residency/fellowship programs,45,40,"123,000","140,000",35,"123,000","120,000"
61.10 Neurological surgery residency/fellowship programs,295,205,"88,000","156,000",155,"98,000","134,000"
61.11 Neurology residency/fellowship programs,"1,180",890,"88,000","130,400",675,"86,000","111,000"
61.12 Nuclear medicine residency/fellowship programs,120,90,"89,000","154,000",75,"81,000","104,000"
61.13 Obstetrics and gynecology residency/fellowship programs,"2,980","2,060","90,000","132,800","1,665","82,000","113,900"
61.14 Ophthalmology residency/fellowship programs,"1,580","1,160","96,000","162,000",965,"94,000","158,000"
61.15 Orthopedic surgery residency/fellowship programs,"1,445","1,080","120,000","148,400",940,"114,000","138,400"
61.16 Osteopathic medicine residency/fellowship programs,0,0,...,...,0,...,...
61.17 Otolaryngology residency/fellowship programs,700,480,"79,500","113,600",410,"79,000","105,200"
61.18 Pathology residency/fellowship programs,"1,860","1,250","89,000","158,400","1,075","100,000","158,400"
61.19 Pediatrics residency/fellowship programs,"4,175","2,935","81,000","113,000","2,295","74,500","98,200"
61.20 Physical medicine and rehabilitation residency/fellowship programs,870,655,"70,000","104,400",550,"61,600","91,200"
61.21 Plastic surgery residency/fellowship programs,470,320,"133,000","191,000",285,"100,000","168,000"
61.22 Podiatric medicine residency/fellowship programs,15,15,x,"280,000",0,...,...
61.23 Preventive medicine residency/fellowship programs,525,345,"32,000","68,800",275,"35,600","57,600"
61.24 Psychiatry residency/fellowship programs,"4,575","3,515","121,000","151,200","2,525","86,000","121,800"
61.25 Radiation oncology residency/fellowship programs,275,245,"156,000","198,000",225,"154,000","164,000"
61.26 Radiology residency/fellowship programs,"2,700","1,910","154,000","202,400","1,610","150,000","183,200"
61.27 Surgery residency/fellowship programs,"4,360","2,935","81,000","132,600","2,430","80,000","121,000"
61.28 Urology residency/fellowship programs,595,460,"108,000","133,000",380,"108,000","122,400"
"61.99 Medical residency/fellowship programs, other",385,310,"148,000","152,000",230,"126,000","137,000"
"Personal, protective and transportation services","1,006,425","786,275","34,400","44,360","706,710","38,000","47,400"
"12. Culinary, entertainment, and personal services","548,525","400,640","22,400","29,080","337,935","26,000","31,840"
12.03 Funeral service and mortuary science,"6,055","4,880","55,600","57,350","4,605","56,400","59,050"
12.04 Cosmetology and related personal grooming services,"329,710","231,235","17,400","24,000","177,855","21,400","27,280"
12.05 Culinary arts and related services,"212,415","164,250","30,400","35,400","155,225","31,400","36,240"
12.06 Casino operations and services,345,280,"16,000","27,000",255,"15,900","26,200"
"12.99 Culinary, entertainment, and personal services, other",0,0,...,...,0,...,...
"28. Military science, leadership and operational art","3,965","3,105","96,000","92,000","2,910","99,000","97,100"
"28.08 Military science, leadership and operational artCAN","3,965","3,105","96,000","92,000","2,910","99,000","97,100"
29. Military technologies and applied sciences,"6,900","4,185","51,200","54,350","3,860","53,200","57,650"
29.05 Military technologies and applied sciencesCAN,"6,900","4,185","51,200","54,350","3,860","53,200","57,650"
43. Security and protective services,"227,835","199,735","56,400","62,300","193,375","58,000","63,400"
43.01 Criminal justice and corrections,"177,615","155,665","54,000","60,450","150,675","55,600","61,600"
43.02 Fire protection,"37,735","32,990","69,500","71,800","32,005","71,500","73,000"
"43.03 Security and protective services, specialized programs","6,680","6,065","58,800","63,850","5,900","59,200","64,200"
43.04 Security science and technology,"4,025","3,525","46,800","57,350","3,375","48,400","58,300"
"43.99 Security and protective services, other","1,785","1,485","42,000","48,160","1,415","43,600","49,680"
49. Transportation and materials moving,"219,205","178,605","50,000","57,500","168,630","51,600","59,200"
49.01 Air transportation,"42,950","35,705","54,400","67,600","33,775","57,200","69,900"
49.02 Ground transportation,"147,975","120,665","49,200","53,050","114,720","50,400","54,550"
49.03 Marine transportation,"25,570","20,260","51,200","66,800","18,275","54,000","69,100"
"49.99 Transportation and materials moving, other","2,710","1,980","43,600","51,700","1,850","46,000","53,750"
Other,"5,305","4,125","42,400","50,080","3,855","43,600","50,880"
30.00 Inclusive postsecondary education,870,435,"4,880","9,720",415,"4,880","9,960"
"30.99 Multidisciplinary/interdisciplinary studies, other","4,435","3,695","47,200","54,800","3,435","49,200","55,850"
,,,,,,,
Symbol legend:,,,,,,,
..., not applicable,,,,,,
x, suppressed to meet the confidentiality requirements of the Statistics Act,,,,,,
,,,,,,,
,,,,,,,
Abbreviation notes:,,,,,,,
,,,,,,,
List of abbreviations and acronyms found within various Census products.,,,,,,,
(https://www12.statcan.gc.ca/census-recensement/2021/ref/symb-ab-acr-eng.cfm),,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
iBall:,,,,,,,
i1,Geography name: Canada; Geographic area type: Country; Geographic area type abbreviation: Country; Geographic level: Country; Province or territory abbreviation: ...; Dissemination Geography Unique Identifier (DGUID): 2021A000011124; Alternative geographic code: 01; Province or territory geocode: 01; Long-form total non-response rate: 4.3; Data quality flag: 20000; Data quality note: Excludes census data for one or more incompletely enumerated reserves or settlements.,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Footnotes:,,,,,,,
1,"Gender  Gender refers to an individual's personal and social identity as a man, woman or non-binary person (a person who is not exclusively a man or a woman).   Gender includes the following concepts:   gender identity, which refers to the gender that a person feels internally and individually;   gender expression, which refers to the way a person presents their gender, regardless of their gender identity, through body language, aesthetic choices or accessories (e.g., clothes, hairstyle and makeup), which may have traditionally been associated with a specific gender.  A person's gender may differ from their sex at birth, and from what is indicated on their current identification or legal documents such as their birth certificate, passport or driver's licence. A person's gender may change over time.   Some people may not identify with a specific gender.",,,,,,
2,"Given that the non-binary population is small, data aggregation to a two-category gender variable is sometimes necessary to protect the confidentiality of responses provided. In these cases, individuals in the category “non-binary persons” are distributed into the other two gender categories and are denoted by the “+” symbol.",,,,,,
3,"Age    'Age' refers to the age of a person (or subject) of interest at last birthday (or relative to a specified, well-defined reference date).",,,,,,
4,"Highest certificate, diploma or degree  Highest certificate, diploma or degree is the classification used in the census to measure the broader concept of 'Educational attainment.'  This variable refers to the highest level of education that a person has successfully completed and is derived from the educational qualifications questions, which asked for all certificates, diplomas and degrees to be reported.  The general hierarchy used in deriving this variable (high school, trades, college, university) is loosely tied to the 'in-class' duration of the various types of education. At the detailed level, someone who has completed one type of certificate, diploma or degree will not necessarily have completed the credentials listed below it in the hierarchy. For example, a person with an apprenticeship or trades certificate or diploma may not have completed a high school certificate or diploma, nor does an individual with a 'master's degree' necessarily have a 'university certificate or diploma above bachelor level.' Although the hierarchy may not fit all programs perfectly, it gives a general measure of educational attainment.  This variable is reported for persons aged 15 years and over in private households.",,,,,,
5,"Work activity during the reference year    'Work activity during the reference year' refers to whether or not a person 15 years or over worked during the reference year. For those who did work, this refers to the number of weeks in which the person worked for pay or in self-employment during the reference year at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week).",,,,,,
6,"For information on data quality for this variable, refer to the Education Reference Guide, Census of Population, 2021, Catalogue no. 98-500-X2021013.",,,,,,
7,"Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2020 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week).",,,,,,
9,"Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2021 Census, the reference period for income data is the calendar year 2020, unless otherwise specified.",,,,,,
10,"Wages, salaries and commissions - Gross wages and salaries before deductions for such items as income taxes, pension plan contributions and employment insurance premiums during the reference period. While other employee remuneration such as security options benefits, board and lodging and other taxable allowances and benefits are included in this source, employer's contributions to pension plans and employment insurance plans are excluded. Other receipts included in this source are military pay and allowances, tips, commissions and cash bonuses associated with paid employment, benefits from wage-loss replacement plans or income-maintenance insurance plans, supplementary unemployment benefits from an employer or union, research grants, royalties from a work or invention with no associated expenses and all types of casual earnings during the reference period.",,,,,,
11,"The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,,,
12,Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes are calculated for those with income (positive or negative).,,,,,,
8,"Major field of study (based on the Classification of Instructional Programs (CIP) Canada 2021)  Field of study refers to the discipline or area of learning or training associated with a particular course or program of study.  This 'Major field of study' variable refers to the predominant discipline or area of learning or training of a person's highest completed postsecondary certificate, diploma or degree, classified according to the Classification of Instructional Programs (CIP) Canada 2021.  This variable can be used either independently or in conjunction with the 'Highest certificate, diploma or degree' variable. When the latter is used with 'Major field of study,' it should be noted that different fields of study will be more common for different types of postsecondary qualifications. At the detailed program level, some programs are only offered at certain levels of education.  There was an explicit instruction in the questionnaire which instructed respondents to be as specific as possible in indicating a subfield or subcategory of specialization within a broad discipline or area of training.  This variable is reported for persons aged 15 years and over in private households.",,,,,,
13,"This variable shows the hierarchy of the 'alternative primary groupings' (a CIP variant) with detail on the two-digit series and the four-digit subseries. For more information on the CIP classification, see the Classification of Instructional Programs, Canada 2021: http://www.statcan.gc.ca/eng/concepts/classification. For information on classification and data quality for this variable, refer to the Education Reference Guide, Census of Population, 2021, Catalogue no. 98-500-X2021013.",,,,,,
14,"Veterinary medicine, veterinary science, veterinary technology, and veterinary administrative support services, which were included in series '51. Health professions and related programs' in CIP 2016, are now included in series '01. Agricultural and veterinary sciences/services/operations and related fields' in CIP 2021.",,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
"How to cite: Statistics Canada. Table 98-10-0409-01  Employment income statistics by major field of study (detailed, 4-digit) and highest level of education: Canada, provinces and territories",,,,,,,
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=9810040901,,,,,,,
